진료년도,주상병코드,성별,입원외래구분,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2024,K711,남,외래,8 ,37 ,37 ,1315340 ,2671040 
2024,K711,남,입원,7 ,9 ,111 ,124944560 ,140878960 
2024,K711,여,외래,14 ,29 ,29 ,715440 ,1447010 
2024,K711,여,입원,10 ,13 ,97 ,142309760 ,171319660 
2024,K712,남,외래,2909 ,6224 ,6216 ,208730680 ,358452840 
2024,K712,남,입원,340 ,397 ,3484 ,632624980 ,828288290 
2024,K712,여,외래,3211 ,7342 ,7328 ,255173230 ,442456240 
2024,K712,여,입원,518 ,590 ,4895 ,1258803720 ,1606576840 
2024,K713,남,외래,714 ,1256 ,1256 ,30360120 ,44013530 
2024,K713,남,입원,7 ,7 ,98 ,27006540 ,35757880 
2024,K713,여,외래,665 ,1013 ,1013 ,28160970 ,41022490 
2024,K713,여,입원,9 ,10 ,78 ,17591980 ,23874070 
2024,K714,남,외래,59 ,104 ,104 ,3621140 ,5542140 
2024,K714,여,외래,50 ,107 ,107 ,4342290 ,6618680 
2024,K714,여,입원,4 ,4 ,21 ,4840850 ,6334330 
2024,K715,남,외래,114 ,255 ,255 ,9577540 ,14132390 
2024,K715,남,입원,6 ,7 ,52 ,34998710 ,44325860 
2024,K715,여,외래,122 ,277 ,277 ,9464890 ,15857610 
2024,K715,여,입원,5 ,12 ,121 ,12731510 ,17432000 
2024,K716,남,외래,3902 ,8800 ,8781 ,316259170 ,578267670 
2024,K716,남,입원,399 ,577 ,4316 ,867130650 ,1097720720 
2024,K716,여,외래,4526 ,10193 ,10167 ,526450670 ,894877190 
2024,K716,여,입원,533 ,679 ,5035 ,1232848820 ,1577424940 
2024,K717,남,외래,28 ,95 ,95 ,4555940 ,8668410 
2024,K717,남,입원,10 ,20 ,161 ,14327330 ,17790650 
2024,K717,여,외래,26 ,71 ,71 ,1384180 ,2187350 
2024,K717,여,입원,1 ,3 ,28 ,2515750 ,3291360 
2024,K718,남,외래,749 ,1527 ,1527 ,37095140 ,59762830 
2024,K718,남,입원,17 ,18 ,98 ,23138270 ,28680330 
2024,K718,여,외래,613 ,1224 ,1224 ,32306170 ,54727140 
2024,K718,여,입원,19 ,20 ,136 ,38392580 ,47760800 
2024,K719,남,외래,10604 ,19447 ,19429 ,615298480 ,977088270 
2024,K719,남,입원,500 ,623 ,2511 ,450216530 ,593871830 
2024,K719,여,외래,9761 ,17988 ,17959 ,640333690 ,1013479050 
2024,K719,여,입원,381 ,446 ,2860 ,639764120 ,823719000 
2024,K72 ,남,외래,3 ,3 ,3 ,114670 ,160370 
2024,K72 ,남,입원,1 ,1 ,22 ,6889960 ,8875410 
2024,K72 ,여,외래,3 ,13 ,13 ,353620 ,474220 
2024,K72 ,여,입원,2 ,9 ,23 ,4382800 ,5478080 
2024,K720,남,외래,927 ,1851 ,1843 ,121545370 ,190190440 
2024,K720,남,입원,404 ,519 ,4689 ,3279555580 ,3940274910 
2024,K720,여,외래,763 ,1621 ,1617 ,87834020 ,149973680 
2024,K720,여,입원,406 ,509 ,4259 ,3366053570 ,4014118400 
2024,K721,남,외래,95 ,265 ,265 ,7634590 ,12657810 
2024,K721,남,입원,72 ,117 ,1241 ,616205710 ,718748880 
2024,K721,여,외래,62 ,219 ,219 ,6887940 ,12029800 
2024,K721,여,입원,60 ,101 ,1243 ,354422220 ,436793430 
2024,K729,남,외래,1328 ,3522 ,3504 ,201005190 ,318052430 
2024,K729,남,입원,1548 ,2690 ,20491 ,10525224260 ,12620870560 
2024,K729,여,외래,877 ,2375 ,2367 ,145809690 ,227855770 
2024,K729,여,입원,1039 ,1971 ,18877 ,9491842310 ,11336891170 
2024,K73 ,남,외래,82 ,162 ,162 ,2460600 ,3321600 
2024,K73 ,여,외래,37 ,80 ,80 ,1626900 ,2143000 
2024,K730,남,외래,6067 ,13457 ,13447 ,411306640 ,609336550 
2024,K730,남,입원,100 ,149 ,517 ,47808610 ,63132930 
2024,K730,여,외래,4531 ,10507 ,10502 ,375400690 ,545800670 
2024,K730,여,입원,55 ,61 ,462 ,48553130 ,64312540 
2024,K731,남,외래,185 ,496 ,496 ,12201560 ,16388470 
2024,K731,남,입원,9 ,15 ,142 ,13234710 ,17479090 
2024,K731,여,외래,114 ,271 ,271 ,7930720 ,12031670 
2024,K731,여,입원,4 ,4 ,20 ,4642210 ,6032420 
2024,K732,남,외래,1213 ,2964 ,2964 ,149563550 ,218072010 
2024,K732,남,입원,11 ,17 ,40 ,11332520 ,14159300 
2024,K732,여,외래,1105 ,2230 ,2230 ,133107150 ,191640820 
2024,K732,여,입원,4 ,5 ,6 ,2088770 ,2495540 
2024,K738,남,외래,10871 ,25455 ,25447 ,753454960 ,1095183480 
2024,K738,남,입원,114 ,131 ,464 ,47536200 ,62529890 
2024,K738,여,외래,7809 ,17446 ,17442 ,609068830 ,879879270 
2024,K738,여,입원,59 ,65 ,294 ,43620050 ,56602230 
2024,K739,남,외래,58216 ,126763 ,126651 ,3939083790 ,6290470000 
2024,K739,남,입원,526 ,625 ,2723 ,512463160 ,676735200 
2024,K739,여,외래,43223 ,90751 ,90674 ,3233243850 ,5136896280 
2024,K739,여,입원,393 ,455 ,1893 ,410372520 ,534934380 
2024,K74 ,남,외래,12 ,41 ,41 ,1108700 ,1577500 
2024,K74 ,여,외래,5 ,9 ,9 ,451050 ,662550 
2024,K740,남,외래,1568 ,4768 ,4758 ,218853180 ,449051020 
2024,K740,남,입원,61 ,86 ,880 ,354104410 ,438640120 
2024,K740,여,외래,1175 ,3409 ,3402 ,164717310 ,340935910 
2024,K740,여,입원,41 ,65 ,781 ,145905750 ,192333190 
2024,K741,남,외래,12723 ,40711 ,40528 ,2189094260 ,3791133660 
2024,K741,남,입원,1941 ,3408 ,42288 ,7025959430 ,9285744800 
2024,K741,여,외래,7492 ,24547 ,24440 ,1234375780 ,2146092290 
2024,K741,여,입원,1082 ,2167 ,27163 ,4449542460 ,5852508090 
2024,K742,남,외래,2509 ,9142 ,9118 ,418013600 ,862684850 
2024,K742,남,입원,176 ,306 ,4248 ,741986010 ,970980930 
2024,K742,여,외래,1424 ,5514 ,5500 ,265954380 ,520813320 
2024,K742,여,입원,105 ,182 ,1957 ,443891090 ,566912920 
2024,K743,남,외래,1249 ,5000 ,4981 ,461973380 ,537831480 
2024,K743,남,입원,91 ,146 ,999 ,390603220 ,468028830 
2024,K743,여,외래,6378 ,27313 ,27238 ,2432872040 ,2799652250 
2024,K743,여,입원,378 ,618 ,5134 ,3027272420 ,3484540320 
2024,K744,남,외래,33 ,108 ,108 ,8657390 ,13060860 
2024,K744,남,입원,6 ,9 ,30 ,17697540 ,23741970 
2024,K744,여,외래,59 ,234 ,231 ,8905660 ,18201990 
2024,K744,여,입원,7 ,17 ,310 ,70190260 ,85198630 
2024,K745,남,외래,313 ,656 ,653 ,25252360 ,43460910 
2024,K745,남,입원,48 ,70 ,774 ,154410750 ,198756390 
2024,K745,여,외래,300 ,836 ,830 ,36821740 ,61330040 
2024,K745,여,입원,41 ,71 ,721 ,226867380 ,285200080 
2024,K746,남,외래,41921 ,166730 ,166284 ,12189477200 ,23796231050 
2024,K746,남,입원,3653 ,6852 ,57880 ,28595567770 ,34744910640 
2024,K746,여,외래,29495 ,121502 ,121094 ,7480781410 ,15428530200 
2024,K746,여,입원,2842 ,5593 ,49315 ,24768856040 ,30138068180 
2024,K75 ,남,외래,17 ,24 ,24 ,629560 ,896960 
2024,K75 ,여,외래,12 ,16 ,16 ,508510 ,718910 
2024,K75 ,여,입원,1 ,1 ,14 ,783960 ,1053200 
2024,K750,남,외래,5546 ,17415 ,17334 ,1096972820 ,2245019060 
2024,K750,남,입원,4022 ,5914 ,73830 ,27049891740 ,34441742610 
2024,K750,여,외래,3104 ,9779 ,9734 ,582805170 ,1203781860 
2024,K750,여,입원,2307 ,3656 ,48180 ,16787859350 ,21442342270 
2024,K751,남,외래,27 ,45 ,45 ,2146090 ,4058620 
2024,K751,남,입원,4 ,4 ,35 ,17253270 ,23437940 
2024,K751,여,외래,22 ,35 ,35 ,1106070 ,2414640 
2024,K751,여,입원,3 ,5 ,60 ,7472440 ,10062130 
2024,K752,남,외래,4104 ,6897 ,6893 ,296620320 ,439382570 
2024,K752,남,입원,73 ,76 ,428 ,85975350 ,106973170 
2024,K752,여,외래,3600 ,5779 ,5776 ,250664400 ,364381520 
2024,K752,여,입원,48 ,54 ,257 ,57632300 ,76450770 
2024,K753,남,외래,10 ,30 ,30 ,1019730 ,2046950 
2024,K753,남,입원,1 ,1 ,11 ,10357440 ,11668870 
2024,K753,여,외래,13 ,31 ,30 ,1247730 ,2538100 
2024,K753,여,입원,3 ,3 ,33 ,24846420 ,32711440 
2024,K754,남,외래,1654 ,7545 ,7517 ,692931410 ,813871680 
2024,K754,남,입원,180 ,250 ,1709 ,1007034490 ,1165881660 
2024,K754,여,외래,8273 ,40256 ,40083 ,3468836800 ,4019198630 
2024,K754,여,입원,748 ,1076 ,8458 ,3627205300 ,4221144510 
2024,K758,남,외래,77568 ,167572 ,167437 ,6360563190 ,11403157200 
2024,K758,남,입원,717 ,860 ,4069 ,1299721400 ,1618663660 
2024,K758,여,외래,58809 ,126240 ,126113 ,5190937910 ,9248633680 
2024,K758,여,입원,522 ,630 ,3198 ,1116599860 ,1371503810 
2024,K759,남,외래,161453 ,326212 ,325793 ,11574504160 ,19078662460 
2024,K759,남,입원,3664 ,4389 ,22739 ,4716303910 ,6122471110 
2024,K759,여,외래,116353 ,234055 ,233698 ,9133248360 ,15088947340 
2024,K759,여,입원,2859 ,3344 ,18426 ,4287818500 ,5642584900 
2024,K76 ,남,외래,131 ,172 ,172 ,9687370 ,13829590 
2024,K76 ,여,외래,82 ,105 ,105 ,7449340 ,10651240 
2024,K760,남,외래,137828 ,223214 ,222692 ,12860014820 ,19893429520 
2024,K760,남,입원,859 ,1012 ,2997 ,808518740 ,1102098140 
2024,K760,여,외래,119513 ,190070 ,189598 ,11871744940 ,17958745740 
2024,K760,여,입원,533 ,577 ,2021 ,1421247160 ,1953766780 
2024,K761,남,외래,318 ,770 ,767 ,43106340 ,79529060 
2024,K761,남,입원,22 ,31 ,396 ,124971940 ,156322440 
2024,K761,여,외래,276 ,687 ,684 ,40862760 ,76085610 
2024,K761,여,입원,27 ,41 ,311 ,108505930 ,131938640 
2024,K762,남,외래,3 ,10 ,10 ,285460 ,811660 
2024,K762,남,입원,1 ,2 ,5 ,2038660 ,2781190 
2024,K762,여,외래,4 ,4 ,4 ,192410 ,304810 
2024,K762,여,입원,2 ,2 ,21 ,10808630 ,14896040 
2024,K763,남,외래,13 ,22 ,22 ,1184000 ,2057900 
2024,K763,남,입원,7 ,7 ,68 ,17985010 ,20057130 
2024,K763,여,외래,7 ,12 ,12 ,646510 ,1115330 
2024,K763,여,입원,4 ,5 ,24 ,6459060 ,8254810 
2024,K764,남,외래,5297 ,6942 ,6900 ,669036930 ,1097552620 
2024,K764,남,입원,29 ,31 ,104 ,23829740 ,34563620 
2024,K764,여,외래,6834 ,8810 ,8760 ,828349130 ,1357873570 
2024,K764,여,입원,27 ,27 ,91 ,32181120 ,45392980 
2024,K765,남,외래,8 ,19 ,19 ,2208200 ,2710810 
2024,K765,남,입원,3 ,3 ,48 ,103162960 ,109972530 
2024,K765,여,외래,9 ,23 ,23 ,672630 ,1419070 
2024,K765,여,입원,4 ,7 ,119 ,35264510 ,41271850 
2024,K766,남,외래,686 ,2626 ,2616 ,151621210 ,324731890 
2024,K766,남,입원,556 ,917 ,7232 ,4059327530 ,5028309650 
2024,K766,여,외래,413 ,1496 ,1494 ,80663390 ,174710180 
2024,K766,여,입원,294 ,502 ,4116 ,2171863470 ,2735522770 
2024,K767,남,외래,86 ,254 ,254 ,23409290 ,38115570 
2024,K767,남,입원,298 ,433 ,5953 ,3214444920 ,3909578480 
2024,K767,여,외래,58 ,139 ,137 ,9752230 ,16826690 
2024,K767,여,입원,134 ,188 ,2423 ,1483539730 ,1794926770 
2024,K768,남,외래,29227 ,47235 ,47098 ,3085834370 ,5769754940 
2024,K768,남,입원,509 ,627 ,3959 ,1460297210 ,1906094090 
2024,K768,여,외래,43029 ,68823 ,68582 ,4586181460 ,8659116590 
2024,K768,여,입원,806 ,942 ,5702 ,2740096920 ,3640837990 
2024,K769,남,외래,225981 ,356002 ,355520 ,17323343260 ,25585857790 
2024,K769,남,입원,2887 ,3495 ,10695 ,1361449010 ,1828980410 
2024,K769,여,외래,217027 ,324836 ,324260 ,17733709990 ,25986692650 
2024,K769,여,입원,1321 ,1527 ,7170 ,996798990 ,1328876640 
2024,K77 ,남,외래,1 ,1 ,1 ,8890 ,12590 
2024,K77 ,여,외래,8 ,8 ,8 ,260570 ,375960 
2024,K770,남,외래,112 ,152 ,150 ,4288390 ,6702780 
2024,K770,남,입원,2 ,3 ,24 ,8442520 ,11439620 
2024,K770,여,외래,174 ,256 ,255 ,6512350 ,10467840 
2024,K770,여,입원,1 ,1 ,13 ,4495010 ,5425790 
2024,K778,남,외래,2229 ,3766 ,3766 ,139618860 ,228617300 
2024,K778,남,입원,19 ,26 ,164 ,13280510 ,17778660 
2024,K778,여,외래,2247 ,3805 ,3802 ,153690910 ,242175720 
2024,K778,여,입원,12 ,19 ,293 ,19693000 ,26107870 
2024,K80 ,남,외래,56 ,89 ,89 ,3346580 ,4788540 
2024,K80 ,여,외래,48 ,93 ,93 ,3657760 ,5203120 
2024,K80 ,여,입원,1 ,1 ,23 ,2858300 ,3808530 
2024,K800,남,외래,20312 ,43925 ,43783 ,1755764810 ,3478964790 
2024,K800,남,입원,15939 ,19704 ,129919 ,87047534700 ,116565284380 
2024,K800,여,외래,18646 ,40083 ,39953 ,1673716490 ,3310273630 
2024,K800,여,입원,13870 ,17431 ,122494 ,73551837390 ,98582218500 
2024,K801,남,외래,28503 ,65111 ,64873 ,2933654750 ,6121360570 
2024,K801,남,입원,14116 ,16044 ,73412 ,54067879570 ,74092322120 
2024,K801,여,외래,35165 ,83852 ,83504 ,3881916030 ,8118262550 
2024,K801,여,입원,18166 ,20718 ,93126 ,66231404370 ,90910476010 
2024,K802,남,외래,40979 ,86061 ,85762 ,3932508250 ,7647682280 
2024,K802,남,입원,4361 ,5087 ,18505 ,11153310120 ,15069677460 
2024,K802,여,외래,49448 ,104623 ,104172 ,4813562620 ,9394554140 
2024,K802,여,입원,4921 ,5746 ,22483 ,13366349640 ,18108576470 
2024,K803,남,외래,13033 ,35217 ,35056 ,1618546820 ,3458441290 
2024,K803,남,입원,8529 ,12141 ,83259 ,50662712880 ,64238806700 
2024,K803,여,외래,11638 ,31335 ,31209 ,1348151660 ,2876526240 
2024,K803,여,입원,7687 ,11362 ,84251 ,45566343590 ,57936404730 
2024,K804,남,외래,1995 ,4479 ,4459 ,224785800 ,432488610 
2024,K804,남,입원,1510 ,1972 ,15538 ,9405493240 ,12065628180 
2024,K804,여,외래,1890 ,4228 ,4205 ,206274690 ,387881060 
2024,K804,여,입원,1367 ,1882 ,16619 ,8633145260 ,11064489430 
2024,K805,남,외래,9729 ,24605 ,24484 ,1324618180 ,2737778900 
2024,K805,남,입원,4365 ,5765 ,29255 ,18405050010 ,23213096290 
2024,K805,여,외래,9750 ,24467 ,24328 ,1252807180 ,2649476180 
2024,K805,여,입원,3901 ,5330 ,29362 ,16558172530 ,21005907470 
2024,K808,남,외래,23963 ,45187 ,45015 ,2011914460 ,3279684310 
2024,K808,남,입원,1260 ,1512 ,8437 ,3678512230 ,5157898450 
2024,K808,여,외래,26513 ,48246 ,47939 ,2344389990 ,3810436990 
2024,K808,여,입원,1521 ,1761 ,9480 ,4490152450 ,6313574550 
2024,K81 ,남,외래,9 ,11 ,11 ,1090290 ,1553890 
2024,K81 ,여,외래,14 ,16 ,16 ,1477310 ,2105410 
2024,K81 ,여,입원,1 ,1 ,9 ,2393500 ,2785140 
2024,K810,남,외래,13005 ,26753 ,26642 ,1346793940 ,2611860040 
2024,K810,남,입원,8656 ,11963 ,85930 ,45077079780 ,59588933110 
2024,K810,여,외래,11921 ,23592 ,23504 ,1213169260 ,2330066730 
2024,K810,여,입원,7849 ,11248 ,90082 ,40231469310 ,53236803680 
2024,K811,남,외래,6933 ,13565 ,13525 ,625954990 ,1320199180 
2024,K811,남,입원,1609 ,1825 ,7985 ,5410622340 ,7511342140 
2024,K811,여,외래,8618 ,17146 ,17068 ,763117880 ,1620970690 
2024,K811,여,입원,2101 ,2377 ,10915 ,6945038760 ,9661163810 
2024,K818,남,외래,1388 ,2307 ,2290 ,123063820 ,235208110 
2024,K818,남,입원,309 ,377 ,2119 ,984598880 ,1314570280 
2024,K818,여,외래,1471 ,2617 ,2607 ,135745380 ,258646220 
2024,K818,여,입원,357 ,445 ,3236 ,1027211730 ,1385212230 
2024,K819,남,외래,4308 ,7222 ,7174 ,460034000 ,822510790 
2024,K819,남,입원,1199 ,1518 ,10542 ,3885117130 ,5141869730 
2024,K819,여,외래,4892 ,8124 ,8063 ,504911630 ,895475580 
2024,K819,여,입원,1201 ,1625 ,13418 ,4127268270 ,5446428880 
2024,K82 ,남,외래,9 ,13 ,13 ,1190660 ,1784380 
2024,K82 ,여,외래,13 ,21 ,21 ,943180 ,1398050 
2024,K820,남,외래,45 ,60 ,60 ,3509530 ,5788930 
2024,K820,남,입원,11 ,13 ,117 ,67717480 ,81753040 
2024,K820,여,외래,48 ,68 ,68 ,5765700 ,9084410 
2024,K820,여,입원,9 ,10 ,102 ,20675460 ,27176790 
2024,K821,남,외래,63 ,98 ,97 ,6023650 ,9529840 
2024,K821,남,입원,14 ,16 ,84 ,35659530 ,47712500 
2024,K821,여,외래,66 ,121 ,120 ,5905800 ,11413540 
2024,K821,여,입원,19 ,22 ,173 ,57178950 ,76498500 
2024,K822,남,외래,85 ,203 ,203 ,10658810 ,20326600 
2024,K822,남,입원,83 ,134 ,1315 ,694707450 ,881251540 
2024,K822,여,외래,56 ,108 ,108 ,5104770 ,10570690 
2024,K822,여,입원,76 ,115 ,1184 ,647699760 ,831918880 
2024,K823,남,외래,14 ,34 ,34 ,977870 ,2562410 
2024,K823,남,입원,11 ,13 ,207 ,135873000 ,180891270 
2024,K823,여,외래,16 ,54 ,54 ,2701780 ,4845110 
2024,K823,여,입원,7 ,9 ,93 ,37303020 ,45424030 
2024,K824,남,외래,1387 ,2103 ,2088 ,130763760 ,242228640 
2024,K824,남,입원,41 ,47 ,164 ,116869820 ,164540820 
2024,K824,여,외래,1606 ,2338 ,2325 ,162939290 ,290322680 
2024,K824,여,입원,46 ,54 ,192 ,157383370 ,219865000 
2024,K828,남,외래,78973 ,133248 ,132702 ,8423842700 ,15430750720 
2024,K828,남,입원,4496 ,4892 ,18785 ,14148788160 ,19648752770 
2024,K828,여,외래,86758 ,145782 ,145193 ,9205835400 ,16937389320 
2024,K828,여,입원,4412 ,4845 ,19199 ,13697180640 ,18932754490 
2024,K829,남,외래,14455 ,21762 ,21596 ,1650366730 ,2822571920 
2024,K829,남,입원,320 ,356 ,1302 ,721017010 ,987552050 
2024,K829,여,외래,17127 ,25392 ,25202 ,1904620740 ,3259744250 
2024,K829,여,입원,395 ,447 ,1876 ,800271750 ,1107241940 
2024,K83 ,남,외래,4 ,4 ,4 ,243140 ,419610 
2024,K83 ,여,외래,6 ,9 ,9 ,457340 ,652440 
2024,K830,남,외래,6414 ,16540 ,16460 ,1256961970 ,2188652490 
2024,K830,남,입원,4495 ,6457 ,45069 ,22601091030 ,27861398690 
2024,K830,여,외래,5943 ,15193 ,15120 ,1044101660 ,1885459860 
2024,K830,여,입원,4145 ,6177 ,48039 ,21108722180 ,26256420630 
2024,K831,남,외래,3276 ,8349 ,8313 ,792376370 ,1420607180 
2024,K831,남,입원,1690 ,2913 ,17235 ,12841360360 ,14888471340 
2024,K831,여,외래,3454 ,8624 ,8583 ,656911390 ,1301516470 
2024,K831,여,입원,1139 ,1807 ,11058 ,7333349810 ,8617838140 
2024,K832,남,외래,8 ,24 ,24 ,1407100 ,2378230 
2024,K832,남,입원,5 ,9 ,109 ,41072320 ,51925320 
2024,K832,여,외래,12 ,35 ,35 ,1289520 ,3214500 
2024,K832,여,입원,11 ,13 ,136 ,63425110 ,83278970 
2024,K833,남,외래,28 ,98 ,98 ,5572260 ,8479870 
2024,K833,남,입원,17 ,23 ,188 ,139352450 ,172848490 
2024,K833,여,외래,23 ,92 ,90 ,3921530 ,8794190 
2024,K833,여,입원,13 ,13 ,128 ,59146860 ,78509320 
2024,K834,남,외래,108 ,241 ,240 ,9362050 ,21370020 
2024,K834,남,입원,9 ,9 ,43 ,21817770 ,27644890 
2024,K834,여,외래,200 ,618 ,618 ,19693780 ,46224550 
2024,K834,여,입원,35 ,52 ,312 ,123333120 ,157080780 
2024,K835,남,외래,102 ,205 ,205 ,11973840 ,28082440 
2024,K835,남,입원,11 ,15 ,70 ,58538890 ,78234980 
2024,K835,여,외래,186 ,372 ,369 ,22564640 ,52156630 
2024,K835,여,입원,21 ,26 ,218 ,133540340 ,178648670 
2024,K838,남,외래,5086 ,11220 ,11141 ,803537200 ,1668562610 
2024,K838,남,입원,610 ,778 ,5110 ,3023695130 ,3712159780 
2024,K838,여,외래,6513 ,14279 ,14173 ,971283020 ,2047624730 
2024,K838,여,입원,709 ,889 ,4613 ,2682568820 ,3426261480 
2024,K839,남,외래,5868 ,10820 ,10738 ,686574610 ,1237459810 
2024,K839,남,입원,305 ,392 ,2244 ,1095867030 ,1391821230 
2024,K839,여,외래,6899 ,12843 ,12753 ,821941110 ,1507219290 
2024,K839,여,입원,306 ,395 ,2540 ,969952600 ,1245490020 
2024,K85 ,남,외래,6 ,6 ,6 ,239470 ,341570 
2024,K85 ,남,입원,2 ,3 ,33 ,3566120 ,4650980 
2024,K85 ,여,외래,7 ,8 ,8 ,426540 ,562640 
2024,K85 ,여,입원,2 ,2 ,20 ,3813570 ,5266930 
2024,K850,남,외래,1381 ,3042 ,3028 ,166005210 ,302600890 
2024,K850,남,입원,448 ,534 ,3782 ,918955910 ,1216886180 
2024,K850,여,외래,1250 ,2464 ,2446 ,131200710 ,239460930 
2024,K850,여,입원,424 ,507 ,4101 ,1135801570 ,1453512240 
2024,K851,남,외래,1346 ,3240 ,3229 ,164857180 ,340481390 
2024,K851,남,입원,833 ,1119 ,8464 ,4220702660 ,5414960510 
2024,K851,여,외래,1419 ,3420 ,3412 ,157357250 ,327983680 
2024,K851,여,입원,852 ,1132 ,8347 ,4221775440 ,5428213160 
2024,K852,남,외래,2154 ,6137 ,6099 ,285747340 ,601757040 
2024,K852,남,입원,1733 ,2316 ,17565 ,5378640690 ,6927368850 
2024,K852,여,외래,398 ,968 ,963 ,45513160 ,93852020 
2024,K852,여,입원,355 ,443 ,3442 ,1038837460 ,1338356480 
2024,K853,남,외래,40 ,80 ,80 ,4448280 ,7316680 
2024,K853,남,입원,24 ,27 ,175 ,58930730 ,74356710 
2024,K853,여,외래,16 ,32 ,32 ,893050 ,2079390 
2024,K853,여,입원,10 ,11 ,79 ,32261570 ,40727240 
2024,K858,남,외래,4378 ,9998 ,9952 ,558480450 ,1067370570 
2024,K858,남,입원,2014 ,2527 ,20040 ,6186926780 ,8098169720 
2024,K858,여,외래,3166 ,6131 ,6109 ,337901900 ,618744470 
2024,K858,여,입원,1184 ,1426 ,11262 ,3308600420 ,4289821690 
2024,K859,남,외래,12252 ,31968 ,31827 ,1703041700 ,3498802850 
2024,K859,남,입원,7499 ,10116 ,68951 ,22509079650 ,29197288600 
2024,K859,여,외래,8176 ,19130 ,19022 ,1070338970 ,2099218410 
2024,K859,여,입원,4218 ,5506 ,38801 ,12405263830 ,16061173320 
2024,K86 ,남,외래,21 ,22 ,22 ,1728340 ,2530220 
2024,K86 ,여,외래,13 ,21 ,21 ,1098040 ,1697020 
2024,K860,남,외래,1775 ,6050 ,6034 ,253187600 ,568766810 
2024,K860,남,입원,414 ,634 ,4369 ,1458018650 ,1898551100 
2024,K860,여,외래,238 ,878 ,876 ,34191890 ,77133310 
2024,K860,여,입원,78 ,114 ,631 ,229496630 ,297323140 
2024,K861,남,외래,11385 ,42094 ,41952 ,1706469510 ,3620832200 
2024,K861,남,입원,1780 ,3157 ,19036 ,7063335030 ,9195342360 
2024,K861,여,외래,6159 ,18339 ,18295 ,731675540 ,1421491040 
2024,K861,여,입원,590 ,1001 ,5891 ,2233237840 ,2899613290 
2024,K862,남,외래,31887 ,75229 ,74807 ,5324003800 ,12076958900 
2024,K862,남,입원,574 ,687 ,2930 ,1142818780 ,1556406560 
2024,K862,여,외래,60785 ,142146 ,141140 ,9904121930 ,22424591160 
2024,K862,여,입원,852 ,991 ,4285 ,1536252320 ,2121756770 
2024,K863,남,외래,771 ,2248 ,2229 ,124355270 ,269124750 
2024,K863,남,입원,203 ,310 ,2303 ,1001212480 ,1295949400 
2024,K863,여,외래,490 ,1103 ,1093 ,62863670 ,128314570 
2024,K863,여,입원,88 ,149 ,1141 ,523528540 ,672174440 
2024,K868,남,외래,7213 ,14641 ,14490 ,1124605460 ,2261491470 
2024,K868,남,입원,396 ,559 ,3228 ,1515450960 ,1944322250 
2024,K868,여,외래,9186 ,17472 ,17236 ,1338111250 ,2676058890 
2024,K868,여,입원,310 ,389 ,1863 ,867495250 ,1135063390 
2024,K869,남,외래,13593 ,25521 ,25221 ,1803985260 ,3513099070 
2024,K869,남,입원,359 ,438 ,1897 ,701536080 ,944302960 
2024,K869,여,외래,18665 ,33969 ,33540 ,2353382940 ,4510883290 
2024,K869,여,입원,325 ,378 ,1591 ,547649880 ,728725060 
2024,K87 ,남,외래,1 ,1 ,1 ,182460 ,262960 
2024,K87 ,여,외래,9 ,9 ,9 ,847210 ,1407910 
2024,K87 ,여,입원,1 ,1 ,23 ,3180420 ,4299880 
2024,K870,남,외래,3596 ,5310 ,5274 ,422721130 ,702168270 
2024,K870,남,입원,59 ,71 ,323 ,163342340 ,220008980 
2024,K870,여,외래,3972 ,5837 ,5793 ,480015780 ,807087010 
2024,K870,여,입원,43 ,54 ,345 ,92085470 ,125258970 
2024,K871,남,외래,315 ,569 ,566 ,36915210 ,72852030 
2024,K871,남,입원,9 ,10 ,32 ,11847770 ,16592500 
2024,K871,여,외래,483 ,805 ,797 ,48940970 ,96543120 
2024,K871,여,입원,4 ,4 ,10 ,3037850 ,4503080 
2024,K900,남,외래,156 ,273 ,270 ,14106020 ,26868200 
2024,K900,남,입원,1 ,1 ,28 ,25849330 ,32959530 
2024,K900,여,외래,169 ,279 ,274 ,16282200 ,28519880 
2024,K900,여,입원,2 ,3 ,6 ,1349200 ,1866290 
2024,K902,남,외래,2 ,2 ,2 ,31670 ,45070 
2024,K902,남,입원,1 ,1 ,4 ,1482040 ,2021020 
2024,K902,여,외래,4 ,15 ,15 ,247120 ,402620 
2024,K902,여,입원,2 ,3 ,30 ,2574250 ,2777880 
2024,K903,남,외래,35 ,63 ,63 ,2869100 ,5348250 
2024,K903,남,입원,1 ,1 ,1 ,1193710 ,1515680 
2024,K903,여,외래,47 ,70 ,70 ,3688770 ,6839000 
2024,K904,남,외래,113 ,261 ,261 ,11002860 ,23768270 
2024,K904,남,입원,11 ,41 ,250 ,99646140 ,112976430 
2024,K904,여,외래,104 ,217 ,216 ,11877150 ,19020820 
2024,K904,여,입원,16 ,33 ,242 ,98013790 ,115537340 
2024,K908,남,외래,597 ,2350 ,2350 ,35500430 ,110359810 
2024,K908,남,입원,2 ,3 ,33 ,9123910 ,11853320 
2024,K908,여,외래,622 ,2478 ,2478 ,41018130 ,117294590 
2024,K908,여,입원,7 ,7 ,77 ,16685960 ,20739870 
2024,K909,남,외래,139 ,250 ,250 ,5476050 ,8369660 
